$	05109766
apendicitis_sinistra	50003369
apendicitis_toxémica	50002442 50003379
apendicitis_tóxica	50002442 50003379
apendicitis_verminosa	50003381
apendicular	02498730
apercepción	04410527
apercibir	01442638
aperitivo	05630599 05636553 05912692
aperiódico	01899986
apertura	00153241 00246048 04822088
apesadumbrado	01101631 01309535 01311729
apestar	01453651
apestoso	01003054 01003540 01080665
apetecer	01212775 01245981
apetencia	05565069
apetitivo	02758309
apetito	05565069 05565323
apetitoso	00136002 00136205 02058068 02283871
apfelstrudel	50005436
aphis	01755926
aphriza	01538308
aphrophora	01761529
aphyllanthes	08741953
apiario	02496583
apical	02321042
apiculado	02083498
apicultor	07106714
apicultura	00588610
apicultural	02496668
apilado	02885243
apilar	01032517 01032948 01033090 50000148
apio	05747789 05767595 05767751 05767860 09230808
apio_nabo	09231021
apios	08807956
apis	01712223
apisonadora	03407394
apisonar	01084469 01084918
apium	09230569
apiñado	00526974 02885097
apiñar	01047721 01385423 01386370
apiñarse	01383522
aplacable	01715910
aplacamiento	00228188 00746374
aplacar	00519450 00736894 00812117 01204852
aplacentario	01759913
aplacóforo	01467429
aplacóforos	01467253
aplanado	00621931 01306121 02296411
aplanar	00323924 00954183 50000105
aplanético	00597924
aplastado	00659616 00659858
aplastar	00234711 00750422 00752686 00958199 00961786 01025075 01097909 01707778
aplastarse	01098386
aplaudir	00583639 00584733
aplauso	05016983 05017234
aplazamiento	00690488
aplazar	00254973 01653732 01804043 01804260
aplectrum	08352755
aplicabilidad	09934263
aplicable	01763364 01905507
aplicación	00607299 03812111
aplicación_orientada_al_lenguaje	05163287
aplicación_práctica	00607299
aplicado	00305857 01763480 02876509
aplicador	02202644 03390428
aplicar	00694601 00933530 01578625 01640620 01745767 01746847 01848200
aplicarse	01826205
aplicarse_a	00789418
aplita	10559214
aplodontia	01864911
aplodóntidos	01864774
aplomo	03810157 03839987
aplysia	01464042
apnea	10309796
apneico	02496844
apocado	00038214 00249068 00844279
apocalipsis	05453204
apocalíptico	01810015
apocamiento	03809049 03830059 05580828 05593002
apocar	01228249 01229222
apocináceas	08077594
apocináceo	02497037
apocrino	00101482
apocromático	00598059
apocynum	08078181
apocárpico	00117022
apodal	00980767
apodar	00696177
apodemus	01834282
apoderado	07509142
apoderarse	00826212 01554318 01575110
apodiforme	01348592
apodiformes	01348399
apodo	04780613
apodíctico	02342583
apofíseo	02497812
apogamia	09703003
apogeo	05519934 06267395 06387973 10045044 10983867 10987217
apogon	02062572
apogámico	02497155
apologista	07079079
apologética	04690911
apología	05018866 05052233
apolítico	01744203
aponer	01030106
aponeurosis	04325677
aponeurótico	02497671
apoplejía	10135570
apopléjico	02497917
apoplético	02497917
aporocactus	08153661
aporrear	00843947 00961602 00969423 00969517 00971255 00975995 00976100 01084918 01183046 01495883 01496422
aporreo	00761897
aportación	00504440 09549012
aportar	01531484 01578132 01589013
aposentamiento	02569678
aposento	02569678 03250788
aposición	09939137
aposiopesis	05313758
aposiopético	02498039
apositivo	02499006
apostador	07110535
apostante	07110535
apostar	00621875 00737527 00785799
apostasía	00134359 10342469
apostatar	00515153
apostema	10273408
apostolado	00387537
apostrofar	00672148
apostrófico	02498141
apostura	03691417
apostólico	02648447
apotecial	02498270
apotecio	07853978
apotegma	05350961
apotegmático	02498394
apoteosis	00664494
apoyabrazos	02211244
apoyado	02241000
apoyapié	02711864
apoyar	00152625 00529679 00548039 00606523 00830295 01032236 01106486 01672350 01742587 01801421
apoyarse	01094954 01106486 01868717
apoyatura	05142486
apoyo	00786193 00788240 03444976 03445888 04399253 09546163
apoyo_interdepartamental	00789159
apoyo_logístico	00788641
apoyo_logístico_integrado	00788845
apoyo_logístico_internacional	00789015
apraxia	10141131
apreciable	00589505 01226534
apreciación	04435866 04474097 04564824 04704933 05398035
apreciado	00997536 01402235 01911900 02382345
apreciador	07080819 07081083
apreciar	00218668 00469237 01212539 01231918 01544040
aprecio	05575841 10358350
aprehender	00397191
apremiante	00678141
apremiar	00572787
aprender	00403772 00405251
aprendido	01577790
aprendiz	07080687 07367396 07648153
aprendizaje	00387618 04438179
aprensivo	00082090 00783094 00783553 07688050
aprensión	04568851 05591792 10302888
apresamiento	00495053
aprestar	00282202
aprestarse	00282202
apresto	00741586
apresuración	00362788 03949998
apresurado	00927486
apresuramiento	00362788 03949998
apresurar	00305843 00320830 01436864 01737793
apresurarse	00320978 01315901 01405887 01408362
apretadera	50000284
apretado	00469415 00676822 01306047 01388856 01390486 01595731 02288572
apretar	00292159 00828409 00951804 00956757 00992533 01047721 01278717 01707934
apretujado	02885097
apretujar	01047721
apretujarse	01382952
apretura	03988043
apretón	00268460
apretón_de_manos	04975500
aprieto	10042222 10339565
apriscar	00920316
aprisco	02708549
aprisionar	01700341
aprista	50001532
aprobación	00787796 05013089 05364269 05367517 10341656
aprobación_de_préstamo	00739992
aprobado	00037826 00179586
aprobar	00454501 00548199 00674764 01667768 01719441
aprobarse	00745334
aprobativo	00943914
aprobatorio	00943914
apropiable	00096995
apropiación	00051417
apropiado	00053037 00053327 00137150 00138021 00140892 00529370 00812035 00948198 00968256 00968565 01077975 01316335 01317331 01602691 01806785 01961554
apropiarse	01509715 01602202
apropiativo	02499152
apropriado	01071474
aprovatorio	00943914
aprovechable	02377344
aprovechado	00884081 07445262
aprovechar	00790940
aprovecharse	00789856 01565865
aprovecharse_de	01181779
aprovechón	07278977
aprovisionador	07622841
aprovisionamiento	00684444
aprovisionar	01597560 01689594
aprovisionar_de_combustible	01609825
aprox._arroba	09793320
aproximación	00094818 00181376 00601680 03727805 03968750 04471938 05080213 05357456
aproximado	00416916 00420737 00869222
aproximarse	00670063 01818827
apráctico	00966524
apráxico	00966524
après-ski	00129812
apsidal	02499272
aptenodytes	01568070
apterigiformes	01043084
apterígidos	01043310
aptitud	04014700 04047716 04354000
aptitudinal	02499348
apto	00001740 00053037 00053327 00138021 00140892 00812035 00968256 00968565 01239541 01316335 01317331
apuesta	00326232 00327914 05049880 09607916
apuesto	00216235 01880110
apuntación	09655159
apuntador	07505719
apuntalamiento	00657055
apuntalar	00152096 00830209 00830295 00830552
apuntar	00594641 00625042 00685764 00689564 00690367 00783092 01683922
apuntarse	00742392
apunte	04882560 05259025 05259958 09655159
apurar	01205112
apurarse	00476269 01205957 01206123 01224409 01226612
apuro	05466690 05519793 10340106 10368450
apus	01349255
apuñalado	01266041
apuñalar	00838458 00839154
apuñear	00970246
apuñetear	00970246
apático	00833855 00834080 01289497 02170580
apátrida	02053383 07218412
apéndice	02201396 04241916 04289543 04823787
apéndice_auricular	04191445
apéndice_cecal	04289543
apéndice_vermiforme	04289543
apéndice_xifoides	50005033
apétalo	01710082
apívoro	00309622
apócope	05306031
apócrifo	01846600
apócrifos	04856137
apódidos	01348810
apófisis	04243496 09382510
apófisis_acromial	50005030
apófisis_articular_inferior	50005027
apófisis_articular_superior	50005025
apófisis_cigomática	04296214
apófisis_cigomática_del_hueso_frontal	50005042
apófisis_cigomática_del_hueso_temporal	50005041
apófisis_coracoides	50005029
apófisis_coronoides_de_la_mandíbula	50005031
apófisis_coronoides_del_cúbito	50005032
apófisis_ensiforme	50005033
apófisis_espinosa	50005028
apófisis_mastoides	04292997
apófisis_olécranon	50005034
apófisis_transversa	04329737
apófisis_xifoides	50005033
apóstata	07212424
apóstol	07079266
apóstrofe	05125289 05313899
apóstrofo	05125289
aquafobia	10319648
aquejado	02424265
aquelarre	06210545
aquenial	02470450
aquiescencia	00756155 10342197
aquietar	00101548 01204371
aquifoliáceas	09055443
aquila	01136299
aquila_heliaca	50000069
aquilea	08224111
aquilino	02201111
aquilodinia	50002936
aquilón	07822038
ara	01335822
arabesco	02204650
arabis	08180433
arabista	07081190
arable	01794502
arac	05926053
arachis	08059372
aracnoide	02499765
aracnoides	04251152
arado	03146110 06775554
arador	07482584
aragoneses	50004420
aragonés	50001018
arahuaco	05180945
arales	08089424
aralia	08108419
araliáceas	08107850
aram	05219418
aramaico	02499930
arambel	03095347
arameo	05242740
aramus	01525209
arana	00498592
arancel	09586410
aranda	50002510
arandela	03592106
aranea	01292364
araneidos	01291266
arao	01558437
arao_común	01559083
arao_negro	01558617
arapaho	05171249
arar	01190534
araucano	50002464
araucaria	07962940
araucariáceas	07962308
araujia	09521081
arawak	05180945
arawako	05180945
araña	01291504
araña_de_luces	02421451
araña_roja	01301197
arañado	00645996
arañar	00892930 00894368 00949542
arañazo	03696173 10020481 10258359
arbitrable	00142699
arbitrador	07081299
arbitraje	00708351 00771397 00772115 05349429
arbitrajista	07081435
arbitral	02500161
arbitrar	00517197 00517401 00735408
arbitrariedad	03681444
arbitrario	00683768
arbitrativo	02500368
arbolado	02449626 02449977 06784761
arbolar	01079668
arboleda	02775434 06242210 06784761
arborescente	00579492
arboricultor	07274398 07650908
arboricultura	00589221
arboriforme	00579492
arborizar	01079668
arborolatría	00676693
arbotante	02706414
arbusto	09403820
arbutus_unedo	08535559
arbóreo	00144204 02449977
arbórieo	02500498
arca	01475469 02427713 03430944
arca_de_Noé	02208360
arca_de_agua	03598971
arca_de_la_alianza	02208476
arcabuz	02211539
arcada	02205153 10302574
arcadiano	01973612 07022383
arcadio	05232743
arcaico	01580126 10856576
arcaizar	00364197
arcangelical	02501091
arcangélico	02501091
arcano	00855358 05003422
arcaísmo	05297902
arcaísta	02500973
arce	09051417
arce_campestre	09053815
arce_de_oregón	09053170
arce_japonés	09055033
arce_plateado	09052211
arce_rojo	09052763
arcedianato	10354733
arcediano	07081847
arcela	00921612
arceuthobium	09037598
archibebe	01539837
archibebe_común	01539837
archidiaconal	02501823
archidiaconía	06303870
archidiocesano	02501354
archidiskidon	01999247
archidiácono	07081847
archidiócesis	06304168
archiducado	06307923
archiducal	02501445
archiduque	07230981 50000529
archiduquesa	07231092
archilochus	01350895
archipielágico	02502082
archipiélago	06743622
archipámpano	07102147
archivador	02678015 07262602
archivar	00677552 00677641 00949446
archivero	07082571 07262602
archivista	07262602
archivo	02206789 04946355
archivo_de_datos	04885060
archivístico	02502201
archosargus	02081567
arcilla	10626993
arcilla-ocráceo	50000524
arcilla_de_alfarería	10627806
arcilla_roja	10533382
arcilloso	00144604
arcilloso-arenoso	50000526
arcipreste	07082684
arco	02205453 02206091 02320601 02320783 03616324 04320709 10013595
arco_Tudor	03549290
arco_a_nivel	03329122
arco_adintelado	03329122
arco_aórtico	04139693
arco_de_círculo	09996119
arco_de_jamba	02158097
arco_de_medio_punto	03257540
arco_de_triunfo	03542001
arco_iris	06747305
arco_metatarsiano	04320936
arco_neural	04330106
arco_ojival	03151157
arco_pectoral	04328427
arcosauro	01216492
arctictis	01644612
arctium	08232022
arctocebus	01993444
arctocephalus	01588290
arctonyx	01944619
arctostaphylos	08535796
arctotis	08232832
arcángel	06891713 09229578
arcélidos	00921456
arcén	02535151 03328749 03572254
ardea	01520239
ardeidos	01519644
ardentía	10286788
arder	00263602 00263886 01248170 01885781 01887716 01887961
ardid	00111760 00485559 04539627
ardiente	00102579 00443166 00843026 01197463 01650245 01662898
ardilla	01856503
ardilla_listada	01861481
ardilla_terrera	01855145 01859290
ardilla_voladora_americana	01861892
ardilla_voladora_asiática	01863305
ardisia	08404416
ardor	03651126 04422689 05561864 05608042 05616745 05616909 10281055
ardor_de_estómago	10286788
ardores	10286788
arduidad	03705946
arduo	00711311 00797350 01107950
arena	10779108
arenal	06340037 06730449
arenaria	01536733 08116514
arenas_movedizas	06735040
arenga	05261386 05407248 05407766
arengar	00669955
arenosidad	03871168
arenoso	00144426 00469766 01097044 02126276
arenque	02025013 05819520
arenque_ahumado	05820117 05820214
arenáceo	00144426
arenícola	02502517
areola	04303517
areolar	02502634
areómetro	02844170
argali	01911393
argamasa	10731399 10759087
arganeo	02804396
argelino	50002366
argentina	02035234
argentino	00278090 02733922 07006309
argentita	10512312
argentoso	02502882
argentán	10735681
argentífero	01465004
argilita	10512444
argiloso	00144604
arginina	10588027
argiope	01292030
argirosa	10512312
argivo	02775310
argiópidos	01291863
argonauta	01482746 06930081 06940600
argonáutidos	01482586
argot	00995330 05353460
argucia	00485559 04530965 05369065
argumentación	04452090
argumentar	00524590
argumento	04804401 04858761 04985978 05046324
argumento_lógico	04452090
argumentos_especiosos	05369065
argusianus	01321336
argynnis	01781359
argyranthemum	08233412
argyreia	09122939
argyrol	02996981
argyrotaenia	01787331
argyroxiphium	08233877
argásidos	01298348
argén	10754095
argénteo	00278090 50000528
argéntico	02502778
argón	10479212
argüe	02382551
aria	00355510 05285570
aridez	04010688 10425272
aries	06393833
ariete	02265594
arietta	05285690
arilus	01748154
ario	02821098 06960244 06960376
ariocarpus	08154085
ariomma	02124166
arisaema	08095447
arisarum	08096224
arisco	01087670 01090226 01093535 02149989
arista	02075101 06726110 09384108
aristocracia	06206723
aristocrático	01533197 01534127
aristolochia	08112320
aristoloquiales	08111894
aristoloquiáceas	08112132
aristotelia	08498595
aristotelismo	04579470
aristotélico	02502988 02784009
aristócrata	07082949 07259857 07360983 07380859
aritmética	04598167
aritmético	02796906 07083370
arius	02013810
arizona	01253887
arlequinada	00330812
arlequín	07309622
arma	02215337 03601056 05408794
arma_automática	02226321
arma_de_fuego	02778084
arma_de_fuego_portátil	02683320
arma_de_mano	03131514
arma_de_precisión	50001524
arma_nuclear	03047355
arma_pesada	50001527
arma_portátil	02683320
armada	06089894 06154554
armadillidium	01503437
armadillo	01950056
armado	00144723 00144919 01042794
armador	06018101 07570875
armadura	01418098 02209201 02210404 02720094 03343262 05135952
armagnac	05926847
armamento	00749390 02208998 03601456
armar	00283094 00736298 01040024 01137704 01686509
armar_caballero	01626038
armar_jaleo	01762103
armario	02363665 03588520
armarse	01594315
armarse_de_valor	01232171 01708915
armatoste	02202438 02356871
armazón	02720094 03343262 03860008 04327722
armazón_de_avión	02172850
armenio	05204897
armeria	08405865
armero	02210286 07083670 07305624
armería	02211136
armilar	02503086
armillaria	09516609
arminianismo	04719477
arminiano	07656632
armisticio	10065609
armiño	01938071
armonio	02799757
armonioso	00474176 00529370 01116381
armonización	00815282 05269934
armonizar	00335698 00335870 00336382 01170371 01170461 01841740
armonía	03707811 05269728 10064507 10065762
armoracia	08181291
armónica	02799536
armónico	04418581 04651894
armónium	02799757
arnoseris	08235308
aro	02260127 02829005 02829408 03198049 08091130 08104885
aro_de_nariz	03045483
aro_de_pistón	03132130
aroideo	02503169
aroma	03892211 04415246
aromaterapia	50002052
aromatizar	01455084
aromático	01001984
